172.19.0.1 - - [17/Dec/2020:11:28:19 +0000] "GET /api/fetchUsers.php HTTP/1.1" 200 237 "http://localhost/oppgave3.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
127.0.0.1 - - [17/Dec/2020:11:28:27 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.38 (Debian) PHP/7.3.25 (internal dummy connection)"
127.0.0.1 - - [17/Dec/2020:11:28:28 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.38 (Debian) PHP/7.3.25 (internal dummy connection)"
127.0.0.1 - - [17/Dec/2020:11:28:29 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.38 (Debian) PHP/7.3.25 (internal dummy connection)"
127.0.0.1 - - [17/Dec/2020:11:28:30 +0000] "OPTIONS * HTTP/1.0" 200 126 "-" "Apache/2.4.38 (Debian) PHP/7.3.25 (internal dummy connection)"
172.19.0.1 - - [17/Dec/2020:11:35:11 +0000] "GET /oppgave3.html HTTP/1.1" 200 608 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
172.19.0.1 - - [17/Dec/2020:11:35:11 +0000] "GET /api/fetchUsers.php HTTP/1.1" 200 237 "http://localhost/oppgave3.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
172.19.0.1 - - [17/Dec/2020:11:35:11 +0000] "GET /oppgave3.html HTTP/1.1" 200 607 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
172.19.0.1 - - [17/Dec/2020:11:35:11 +0000] "GET /api/fetchUsers.php HTTP/1.1" 200 237 "http://localhost/oppgave3.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
172.19.0.1 - - [17/Dec/2020:11:35:27 +0000] "GET /oppgave3.html HTTP/1.1" 200 608 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
172.19.0.1 - - [17/Dec/2020:11:35:28 +0000] "GET /api/fetchUsers.php HTTP/1.1" 200 237 "http://localhost/oppgave3.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
172.19.0.1 - - [17/Dec/2020:11:35:28 +0000] "GET /oppgave3.html HTTP/1.1" 200 608 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
172.19.0.1 - - [17/Dec/2020:11:35:28 +0000] "GET /api/fetchUsers.php HTTP/1.1" 200 237 "http://localhost/oppgave3.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
172.19.0.1 - - [17/Dec/2020:11:35:28 +0000] "GET /oppgave3.html HTTP/1.1" 200 607 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
172.19.0.1 - - [17/Dec/2020:11:35:28 +0000] "GET /api/fetchUsers.php HTTP/1.1" 200 237 "http://localhost/oppgave3.html" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36"
172.19.0.1 - - [17/Dec/2020:11:36:20 +0000] "-" 408 0 "-" "-"
